错误,119,2.846558,2.353969,7.511813
治肝,4,0.562335,0.562335,4.862996
房舍,10,1.227529,1.886697,3.565534
悲剧,36,2.335609,2.658570,6.435604
通常,89,2.907682,3.542194,3.466313
缅甸,59,2.668354,3.153781,10.288371
缓和,25,2.997069,2.039713,3.211256
救赎,3,0.636514,1.098612,6.069250
集结,10,2.302585,1.088900,2.198530
归来,8,2.079442,0.735622,1.388790
公车,20,2.176034,2.649159,1.445782
开张,7,1.747868,1.277034,0.891774
国产化,5,1.054920,1.332179,4.974984
典籍,2,0.693147,0.693147,3.903394
收紧,2,0.693147,0.693147,1.537107
物种,11,2.271869,2.098274,1.492220
后悔,21,2.730633,2.095410,4.786902
沟渠,3,1.098612,1.098612,6.563054
二十二,15,2.708050,1.639706,3.793832
夏利,5,1.332179,1.054920,2.546415
摸索,17,2.363921,2.115209,6.784916
贺卡,2,0.693147,0.693147,3.917059
拖住,6,1.560710,1.329661,4.435291
农历,17,1.813082,2.476247,3.350169
机具,3,1.098612,0.636514,0.659009
校长,90,2.880950,3.285586,3.880493
机关,142,2.961946,3.881842,3.058375
起见,4,1.039721,0.562335,0.754219
安琪,3,1.098612,0.636514,5.086277
猪肉,36,2.776462,2.326170,7.713626
纸屑,2,0.693147,0.693147,7.327004
野机车,2,0.693147,0.693147,6.295402
开往,7,1.945910,1.945910,1.096734
开征,11,1.893788,0.934770,2.614858
麻痹,7,1.747868,1.549826,9.429483
蓄积量,2,0.693147,0.693147,7.148817
悲叹,3,1.098612,1.098612,6.017236
爸爸,96,2.646806,3.462885,8.276655
三温暖,8,1.906155,1.559581,4.981627
公开赛,11,1.540306,1.972247,5.017329
平复,3,1.098612,0.636514,0.969147
外孙,4,0.562335,1.386294,2.164244
蚕食,3,1.098612,1.098612,7.155069
神父,20,2.111631,2.579844,4.346951
指令,14,1.965237,2.242973,3.322422
开心,20,2.371900,1.652590,0.949206
校门,4,1.386294,1.039721,1.648275
闽南语,7,1.549826,1.475076,7.741829
王壮为,48,1.675752,3.196034,11.812424
升迁,2,0.693147,0.693147,3.931620
真假,3,1.098612,0.636514,1.889734
五百亿,5,1.609438,1.332179,5.352922
战术性,2,0.693147,0.693147,4.102924
公费,27,2.361208,0.470900,2.151352
口音,5,1.332179,1.609438,1.970244
潜水艇,12,2.210254,2.138333,10.038683
安盟,14,1.468060,2.069202,3.127189
指使,3,1.098612,0.636514,0.631211
星期二,73,3.002425,3.061810,5.350400
悲催,4,0.693147,0.562335,6.900427
将近,118,3.134956,2.115158,3.394487
依仗,3,1.098612,1.098612,4.690855
萝卜,9,1.581094,1.676988,9.309818
小船,2,0.693147,0.693147,1.153776
开幕,37,3.072232,2.354386,4.089986
追问,9,2.043192,1.735126,2.540522
太原,14,2.007556,2.205598,2.440741
星期五,97,2.848164,3.449207,5.974589
供养,6,1.560710,1.791759,3.221915
斡旋,14,2.069202,2.205598,10.006732
集群,14,1.611472,1.846889,3.387481
咽喉,5,1.332179,1.332179,9.624770
平壤,41,2.441642,2.965232,6.215305
讨论,274,3.854145,3.860417,6.387186
外婆,14,2.007556,2.341994,3.625408
路径,3,0.636514,1.098612,3.061900
行驶,14,2.441015,2.143952,3.795541
开店,7,1.945910,1.277034,1.920231
刑警,8,1.213008,1.386294,3.744051
眼中,11,1.767761,1.594167,0.722280
卢布,4,1.039721,1.386294,3.844677
程序法,2,0.693147,0.693147,2.060668
开庭,26,2.627560,1.423583,3.088775
错觉,4,1.039721,1.039721,2.719084
当时,589,3.042727,4.511076,3.569423
古典,13,2.564949,1.285293,4.717511
截瘫,2,0.693147,0.693147,6.797157
户主,4,1.386294,1.039721,1.087892
夜宵,3,1.098612,1.098612,6.724498
猪脚,3,1.098612,1.098612,5.438069
坍塌,7,1.945910,1.153742,9.620315
筹组,5,1.609438,1.332179,3.677589
冷暖,2,0.693147,0.693147,5.049055
郑重,10,2.163956,1.973001,3.630594
献上,8,1.906155,1.906155,1.788461
零散,5,1.609438,0.950271,4.257828
国台办,7,1.747868,1.945910,4.239036
冲撞,7,1.945910,1.747868,4.798167
上海滩,4,1.039721,1.039721,5.720287
机场,249,3.798937,3.747073,3.862157
狮子,8,1.494175,1.732868,4.463467
卫生部,17,1.478752,2.588573,4.495365
当成,45,3.282951,3.375371,1.202139
天下,83,3.359320,3.238469,2.035352
开头,7,1.747868,1.747868,0.675632
刀片,3,1.098612,0.636514,3.561143
大武山,3,1.098612,0.636514,8.760278
秘密,75,3.316910,3.375473,6.675014
编辑,39,2.628483,2.489515,7.597128
保税,12,1.791759,0.823959,2.748949
择业,3,0.636514,1.098612,1.057128
之久,2,0.693147,0.693147,0.420838
端正,7,1.945910,1.475076,2.713583
骇客,17,1.674990,2.425480,7.020269
通宵,6,0.867563,1.791759,5.311028
公视,7,1.277034,1.747868,0.550428
勇气,25,2.411514,1.941995,5.495234
院校,27,1.741921,2.577681,3.557330
镇定,5,1.609438,1.609438,1.996004
困局,8,1.732868,1.494175,3.154253
零时,3,1.098612,1.098612,0.281972
天亮,2,0.693147,0.693147,1.604224
脉动,3,1.098612,1.098612,2.880410
次序,3,1.098612,1.098612,1.973095
中南美,4,1.386294,1.386294,4.172267
采用,121,3.934446,3.923435,4.212307
开始,965,4.683490,4.769553,5.823823
天价,13,2.031759,1.945935,1.301943
冰川,3,0.636514,1.098612,4.804178
上海港,13,1.839297,2.564949,3.177923
欢送,3,0.636514,1.098612,2.955062
思想,262,3.655453,3.807114,5.291762
高北平,3,1.098612,0.636514,6.689098
长效,3,1.098612,1.098612,0.609202
威逼,3,1.098612,0.636514,4.096409
起身,4,1.386294,1.039721,0.569553
筹码,11,1.972247,1.033562,6.467778
带进,5,1.609438,1.332179,0.600875
福证,2,0.693147,0.693147,1.598910
最高点,3,0.636514,0.636514,2.202972
后果,53,2.622465,2.683856,2.009174
机器,48,3.196407,2.848896,3.583420
天使,17,2.196756,1.711547,1.337964
痞子,3,1.098612,0.636514,5.602901
机械化,8,1.906155,1.732868,4.486733
医护,11,1.972247,0.759547,3.262944
船舱,7,1.549826,1.747868,6.641781
船舰,4,1.386294,1.039721,4.248800
外岛,5,1.332179,1.609438,0.881112
犹太人,37,2.714055,2.637249,5.807744
船舶,12,1.143708,1.979205,8.473546
古城,3,1.098612,1.098612,2.095742
冰山,5,0.950271,0.500402,4.195930
押金,15,2.026230,2.488328,4.569451
吃紧,5,1.609438,1.054920,3.128250
战败,8,1.667462,1.494175,2.402688
汉成帝,3,0.636514,0.636514,8.827464
外层,2,0.693147,0.693147,0.258743
冰岛,2,0.693147,0.693147,3.542595
翅膀,3,1.098612,0.636514,10.867963
国营,14,2.403640,1.965237,0.246971
禁运,21,1.885336,2.131830,4.287643
通婚,2,0.693147,0.693147,1.691498
取得,368,4.286270,3.769244,4.644323
深渊,4,1.386294,1.039721,5.482704
平常,48,3.086146,3.036905,2.902927
配送,3,0.636514,1.098612,3.252774
三八线,5,1.054920,0.500402,8.766882
后期,18,1.428056,2.322188,0.887608
内政部,7,0.955700,1.549826,4.461982
阿扁,31,1.835570,2.337930,5.596619
任命案,2,0.693147,0.693147,4.073178
后来,238,2.188269,4.222764,2.225897
错过,10,2.163956,2.025326,2.008356
游乐区,2,0.693147,0.693147,5.470083
吏治,3,1.098612,1.098612,5.020000
空缺,10,1.834372,1.220607,3.690534
安县,4,1.039721,1.039721,1.831551
最低点,3,1.098612,0.636514,3.664774
农合,8,0.376770,1.320888,1.443289
中下游,3,0.636514,1.098612,2.919504
安玻,6,0.867563,1.329661,4.541050
坠毁,14,2.007556,1.567081,7.914868
搞鬼,2,0.693147,0.693147,4.394507
挑逗,2,0.693147,0.693147,6.463788
保管,4,1.386294,1.386294,0.565909
淫秽,2,0.693147,0.693147,8.129141
挑选,17,2.557794,2.425480,4.105327
鞭鞑,3,0.636514,0.636514,10.559662
熏烤,2,0.693147,0.693147,9.708726
死难,8,1.906155,1.732868,2.057294
创立,19,2.447940,2.187271,2.740082
阿曼,14,1.635743,1.666102,5.339007
窠臼,3,1.098612,0.636514,13.352870
既有,4,1.039721,1.039721,0.271351
贵阳,4,0.693147,1.039721,4.293716
雾社,18,2.428274,0.633663,4.915712
毁坏,5,1.054920,1.332179,4.912741
荣总,4,0.562335,1.386294,1.597555
夜市,5,1.332179,1.609438,2.098114
深深,32,3.129781,1.886387,3.972112
意见书,4,1.386294,1.039721,3.951057
开学,14,2.540036,2.007556,0.341756
神盾,5,1.609438,0.950271,4.265121
采矿,6,1.560710,1.791759,4.499395
起跑,2,0.693147,0.693147,1.609057
拥堵税,2,0.693147,0.693147,4.896754
公证,4,1.386294,1.386294,0.213678
公诉,8,0.735622,0.735622,1.711361
追逐,30,2.950426,2.684494,5.992554
松山高,2,0.693147,0.693147,4.674195
施政,26,2.574241,2.884863,2.035634
超强,11,2.019815,1.893788,2.564680
供品,3,1.098612,1.098612,1.338785
纽带,9,1.676988,1.676988,4.080494
滚滚,13,1.884871,1.631345,8.093773
亚军,7,1.945910,0.796312,0.889874
昆山,2,0.693147,0.693147,4.050748
公认,24,2.787876,1.303304,1.371940
农地,6,1.560710,1.791759,0.388894
农场,13,2.031759,2.204785,2.068970
查办,6,1.791759,1.560710,2.004076
誓言,22,2.815205,1.763383,5.953736
商学院,8,1.667462,1.494175,4.334208
大连市,13,1.945935,2.245035,5.284466
夜归,3,0.636514,0.636514,3.792771
减肥,7,1.945910,1.549826,5.827076
斩获,2,0.693147,0.693147,4.929273
禁赛,2,0.693147,0.693147,2.791551
这里,426,2.405855,4.204029,2.730475
纵深,9,1.676988,2.043192,4.783042
消费税,3,0.636514,1.098612,4.079554
外壳,7,1.277034,1.549826,4.024794
忧郁,9,2.043192,1.676988,7.490660
仓皇,5,1.332179,1.609438,6.955274
医患,5,1.609438,1.332179,4.354900
悲哀,20,1.851362,1.109739,7.717188
典礼,59,2.877091,2.004732,6.812158
强烈,175,3.641889,2.978896,5.921600
坠楼,5,1.609438,1.332179,5.782530
路子,11,1.294545,1.159589,1.017933
鼎立,6,1.560710,0.693147,4.594392
书法,26,2.192405,2.234202,2.068022
冷战,37,2.454760,2.662445,4.569374
带走,14,2.540036,1.567081,3.114071
孤身,2,0.693147,0.693147,3.235643
带起,2,0.693147,0.693147,0.180617
汇率,36,2.319230,3.128937,5.617731
麻烦,56,3.189741,2.276355,8.852168
长春,18,2.058224,2.505290,2.888734
挣到,2,0.693147,0.693147,1.804631
深水,11,1.594167,2.145842,2.238275
麒麟,5,0.673012,1.609438,11.465800
人民网,7,1.549826,1.747868,2.100596
秒杀,2,0.693147,0.693147,4.451844
夜夜,3,0.636514,1.098612,4.048971
外币,8,2.079442,2.079442,1.734327
诊疗,4,1.039721,0.562335,6.182702
密切,93,3.757036,2.496155,6.048925
传播界,3,0.636514,1.098612,3.719115
彼得,12,2.022809,1.791759,3.802913
华文,14,2.143952,1.569153,1.315105
体重,24,2.473170,2.694154,1.524119
杜聪明,2,0.693147,0.693147,6.764287
票券,6,1.242453,1.560710,3.983476
平原,18,2.370135,2.197225,2.072207
体面,14,2.242973,1.432757,0.938025
世盟,3,1.098612,1.098612,1.393066
外出,37,2.915534,1.952568,0.603778
立体化,2,0.693147,0.693147,4.905991
军政权,3,0.636514,0.636514,2.661806
法语系,2,0.693147,0.693147,5.129376
平反,9,2.197225,1.889159,1.322259
共和国,176,1.469615,3.311957,7.175928
平台,51,3.455871,2.278303,1.987529
查封,3,1.098612,1.098612,2.854041
体青,2,0.693147,0.693147,1.095173
份量,4,1.386294,1.386294,1.736056
安全性,5,1.609438,1.332179,2.196436
阻碍,33,2.832564,2.809051,8.010318
冷淡,10,2.025326,0.325083,5.946827
依存度,5,0.950271,1.054920,8.236374
这时候,13,1.043794,2.138397,0.554131
羊肉,11,2.145842,1.767761,6.923517
战胜,52,2.949842,2.884863,4.454709
票务,4,1.386294,0.693147,1.438354
磁悬浮,8,1.494175,1.732868,11.913330
农奴,3,1.098612,0.636514,3.568025
棒子,7,1.153742,1.945910,3.811141
冰冷,7,1.549826,1.153742,5.899473
冰冻,3,1.098612,1.098612,6.499923
醒悟,2,0.693147,0.693147,6.550475
庄稼,5,1.332179,1.332179,9.237906
小觑,2,0.693147,0.693147,5.185802
五百,36,2.675472,2.142003,1.970717
马伯乐,5,1.332179,1.609438,9.030062
肖华,2,0.693147,0.693147,3.165275
减轻,53,2.959550,3.174756,6.125060
生活圈,2,0.693147,0.693147,3.943023
熟识,3,1.098612,0.636514,3.559058
冰凌,4,1.386294,1.386294,6.087440
干豆腐,2,0.693147,0.693147,7.688174
机密,25,2.396762,2.310718,3.235978
起草,14,2.341994,1.772139,3.497073
阿兵哥,2,0.693147,0.693147,8.397042
时不时,9,1.889159,1.676988,4.250275
量体,3,1.098612,1.098612,0.209240
农夫,6,1.242453,1.560710,2.400931
馒头,9,1.149060,2.043192,7.296086
真实,101,2.913992,2.846918,3.258689
量产,4,1.386294,1.039721,0.279023
亲民党,29,1.806449,2.575688,9.731752
坠机,10,1.834372,1.886697,4.801444
帕特,3,1.098612,1.098612,3.537553
院方,14,1.468060,2.441015,0.980393
开启,29,2.477694,2.610774,3.656773
禁药,2,0.693147,0.693147,2.996056
笔锋,2,0.693147,0.693147,4.331151
安置,47,3.102861,3.091728,4.645280
自愿军,6,1.242453,1.791759,5.062629
神秘,34,3.031685,2.214062,5.417240
圆滑,4,0.562335,0.562335,6.505329
安全感,10,1.193550,1.497866,3.239627
夏天,31,1.687410,2.798832,4.203599
城里人,7,1.475076,1.747868,3.763247
文化部,11,1.468140,2.145842,2.031377
柴油机,10,2.025326,1.973001,6.574511
公营,6,1.791759,1.791759,1.010492
后母,5,1.332179,1.332179,0.956416
圆满,18,2.274241,1.860090,6.217647
冷气,4,0.562335,1.386294,3.177972
宋健,13,0.937156,2.351673,5.212924
沿路,3,1.098612,1.098612,2.763604
壁垒,4,1.039721,1.039721,8.490155
揣测,4,1.386294,1.386294,7.174926
震级,16,2.393312,2.426015,3.402923
职衔,2,0.693147,0.693147,4.998195
船身,4,1.386294,1.386294,2.570913
计入,3,1.098612,1.098612,0.283905
贫者,2,0.693147,0.693147,1.417448
麻线,2,0.693147,0.693147,3.367589
密封,3,1.098612,1.098612,3.614286
剪彩,5,1.609438,0.500402,7.698102
太太,49,2.925931,3.417796,3.976738
上车,15,1.898927,1.580236,0.489535
横向,4,1.039721,1.039721,3.672745
批准,183,3.770418,3.380429,5.997107
好评,5,1.609438,1.332179,1.223437
外债,19,2.579625,1.201559,3.435945
批判,28,2.746706,1.780767,4.496860
反飞弹,4,0.562335,0.562335,4.039459
承租人,4,1.386294,1.039721,6.148070
禁飞区,18,2.106171,1.714743,8.765920
瑕疵,9,1.581094,0.683739,12.541940
急速,6,1.560710,1.560710,3.485258
圆润,3,0.636514,0.636514,5.883358
冷漠,15,2.523211,1.172993,7.676344
国语,10,2.163956,1.748067,0.334598
肉眼,4,1.386294,1.039721,3.986007
夺权,3,1.098612,0.636514,2.589805
战舰,12,2.094729,1.698783,3.388599
查帐,3,1.098612,1.098612,3.750285
蓝宝石,2,0.693147,0.693147,9.002591
通商,8,1.906155,1.494175,1.006017
冰原,3,1.098612,1.098612,3.152245
深感,6,1.791759,1.791759,1.961547
脖子,15,1.894312,1.430280,5.959576
小说,78,3.034142,2.565037,1.858186
距今,6,1.791759,1.329661,2.892334
开垦,3,1.098612,0.636514,4.381040
裁撤,5,1.332179,1.332179,5.075865
侵略者,8,2.079442,1.732868,4.286143
计划,507,4.670330,3.869904,6.448016
古蜀人,2,0.693147,0.693147,7.404834
外包,4,1.386294,1.386294,0.313219
吉祥物,10,1.973001,1.359237,6.982284
审批,35,2.842397,2.668696,5.186378
楼宇,14,2.242973,1.767195,5.986650
棋子,5,1.609438,1.332179,3.405676
舱室,3,0.636514,0.636514,5.755348
陪聊,22,0.924804,1.892095,8.108421
资改,4,1.386294,1.039721,0.101815
竞速,2,0.693147,0.693147,2.277924
竞逐,4,1.386294,1.386294,3.742445
保留,81,3.626079,3.739559,4.638965
效益,81,2.580996,3.457775,5.329167
竞选,120,3.499245,3.490149,5.436753
牢记,5,1.609438,1.609438,4.259479
营收,9,1.581094,1.831020,2.627998
夜半,2,0.693147,0.693147,2.811675
茅台,42,2.562205,2.641535,5.358318
明珠,3,1.098612,1.098612,2.415212
势头,42,2.262255,2.019531,3.808274
深情,6,1.560710,1.011404,1.394259
冲毁,3,1.098612,0.636514,3.710082
外劳,14,2.205598,1.965237,2.572542
密度,23,2.302166,2.570281,3.310381
碉堡,3,1.098612,0.636514,10.246789
悲壮,2,0.693147,0.693147,4.726732
思潮,10,2.163956,1.748067,4.292481
营救,6,1.791759,1.791759,3.098835
涪陵市,2,0.693147,0.693147,7.076226
通告,3,1.098612,1.098612,0.704259
世界,1695,4.142014,4.371430,6.354992
塑造,14,2.441015,1.729820,4.932148
佃农,3,1.098612,1.098612,7.628468
太学,7,1.153742,1.747868,0.887849
折扣,11,1.846220,1.420572,7.043696
太子,5,1.332179,1.054920,0.578363
橡皮钉,2,0.693147,0.693147,10.326365
缠绕,2,0.693147,0.693147,7.027391
沿边,4,0.562335,0.562335,3.705319
最终,193,3.139399,4.321586,5.033843
密布,8,1.667462,0.735622,2.847949
流动性,5,1.609438,1.609438,4.784375
查德,4,1.039721,1.039721,1.520516
超市,28,3.016454,2.540036,2.920697
通向,7,1.747868,1.747868,0.904169
总商会,10,1.088900,1.695743,6.065104
专用,36,3.205953,2.854284,2.711007
路基,5,1.332179,1.332179,0.875301
批发,12,1.863680,1.698783,1.365905
取出,14,2.341994,1.772139,0.858911
一步步,2,0.693147,0.693147,2.824547
威风,5,1.332179,1.332179,2.512489
踏板,2,0.693147,0.693147,4.799586
身材,16,2.096353,2.426015,4.128503
小赵,8,1.667462,1.906155,3.906605
菜肴,4,1.386294,0.562335,8.836531
口风,2,0.693147,0.693147,0.591753
沿街,3,1.098612,1.098612,4.396981
脾气,7,1.945910,1.549826,7.145430
阿母,3,0.636514,0.636514,2.116647
一千亿,6,1.560710,1.242453,5.532597
大于,36,2.750121,3.299427,0.109911
恭贺,3,1.098612,1.098612,7.543977
眨眼,6,1.329661,1.560710,7.792669
补交,3,1.098612,1.098612,1.932299
水门,11,2.271869,0.304636,1.727612
平埔,2,0.693147,0.693147,2.522495
小费,10,1.748067,1.834372,1.629026
晶莹,2,0.693147,0.693147,8.414805
黑字,3,0.636514,1.098612,2.689430
畅快,5,1.609438,1.332179,5.073781
折断,3,1.098612,0.636514,3.660556
安稳,4,1.386294,1.386294,1.874426
犹如,9,1.303092,2.197225,3.684094
井下,10,1.973001,1.834372,3.929254
中央,507,3.454688,4.034643,4.385841
外商,300,3.541612,1.909311,3.978431
供应,50,3.508342,3.001155,3.808188
补习,13,2.138397,0.429323,4.863174
空白,6,1.242453,0.867563,2.471311
行长,24,0.681610,2.553943,0.390532
至极,2,0.693147,0.693147,0.837733
镇压,32,3.276098,3.119162,5.812945
大专,27,2.342903,1.342042,1.332832
舒缓,6,1.791759,1.791759,6.582080
两百多,3,1.098612,1.098612,3.867932
体验,27,2.773036,2.782395,3.398303
盲目,23,2.871650,2.871650,5.706236
团契,2,0.693147,0.693147,3.727766
犹太,13,2.057898,0.793730,5.148676
职责,29,1.897730,1.628336,4.200195
沐浴,2,0.693147,0.693147,10.687379
原野,2,0.693147,0.693147,1.820539
沿袭,5,1.609438,1.609438,5.490854
道路,185,3.245640,3.115052,3.846443
防护局,3,0.636514,1.098612,6.486457
欣慰,12,2.369382,0.887694,7.576896
平均,162,3.189355,3.595910,5.637566
行销,25,2.310718,2.733402,2.672507
补上,2,0.693147,0.693147,0.149401
补丁,3,1.098612,1.098612,4.528707
控告,19,2.552085,2.154562,3.815326
开出,22,2.665394,2.476354,0.170485
尊荣,2,0.693147,0.693147,3.286159
民主党,91,2.860858,3.576261,5.441594
揉成,3,1.098612,0.636514,4.221140
公职,32,2.723534,1.611358,2.659151
三十九,6,1.791759,1.329661,3.954294
橡胶,6,1.329661,0.867563,9.153165
阿族,5,1.609438,0.950271,2.251142
即便,47,0.681180,2.912725,5.158855
长沙,15,1.401945,1.968693,2.651002
通勤,12,2.210254,2.253858,4.427260
剧作,3,1.098612,0.636514,0.765957
养殖业,9,1.676988,2.197225,5.386312
周三,14,2.007556,2.304619,1.976091
楼层,6,1.791759,1.791759,3.414522
五十七,7,1.475076,1.475076,4.331219
配额,3,1.098612,1.098612,2.907368
吃穿,2,0.693147,0.693147,3.171821
周一,19,2.229051,2.725550,0.445976
八千多,3,1.098612,1.098612,4.917754
进修,13,2.031759,2.351673,2.203013
三十三,11,2.271869,1.666333,4.145588
公考,10,1.886697,1.973001,1.434905
三十万,22,2.649949,2.106108,5.358973
三十一,20,2.692311,2.080557,2.907929
三十七,9,2.043192,1.427061,4.803144
好转,18,2.245172,1.889159,2.170468
真心,30,2.244710,2.820816,2.348018
蜂巢,2,0.693147,0.693147,9.283843
查处,29,2.937067,2.880550,3.350892
人生观,5,1.054920,0.950271,4.130126
挡住,3,1.098612,1.098612,4.784667
岭澳,10,1.168282,0.325083,6.901452
注重,51,2.851550,3.666666,3.508145
栽植,2,0.693147,0.693147,7.481456
冲洗,2,0.693147,0.693147,3.710082
裁掉,4,0.562335,1.039721,4.218763
十月,125,2.663192,2.692177,2.462053
五十亿,14,2.403640,1.215388,5.031587
白人,14,2.143952,1.772139,0.645064
明田,9,1.149060,0.348832,3.074783
夏巴,2,0.693147,0.693147,2.353002
进住,3,0.636514,1.098612,0.183139
大众,67,3.093197,3.156004,1.958860
白云,5,1.332179,1.332179,3.652662
阿方,6,1.560710,1.791759,0.725371
机床,2,0.693147,0.693147,2.831565
顾虑,18,1.950527,2.033000,5.500868
大会,131,3.312780,3.518985,0.616247
周五,21,2.450396,2.648438,2.790067
周二,7,1.747868,1.747868,1.351518
五十二,9,2.043192,1.214890,3.600806
路况,9,1.889159,1.581094,2.176991
三十二,12,1.979205,2.022809,4.159268
煎熬,4,1.386294,1.039721,10.827141
大使,91,3.661719,3.916611,1.945468
一千余,2,0.693147,0.693147,4.028520
三十五,20,2.622996,1.692281,4.601775
大佬,4,1.039721,1.039721,2.674148
长江,104,3.380865,2.920704,3.803627
棋局,2,0.693147,0.693147,3.372942
――,10,1.973001,1.973001,10.307158
大佛,6,1.560710,0.867563,1.294823
勇敢,29,2.354715,1.933198,6.721618
取名,4,1.039721,1.039721,0.581596
取向,14,1.296361,1.127535,2.172383
气质,17,2.002883,1.868863,3.387381
伐木,7,1.549826,1.945910,5.952598
智能级,3,1.098612,0.636514,5.497518
密宗,9,1.581094,2.043192,4.587186
外型,9,2.043192,1.676988,1.481047
好象,83,3.128013,3.566538,3.717111
神经,21,2.755550,2.648438,1.925673
趣味,17,1.079162,1.793094,6.353555
效率,64,3.129358,2.923349,5.524964
亚太,122,3.008468,1.962848,4.455169
不多久,2,0.693147,0.693147,2.059829
辖区,24,2.174293,2.831480,5.246940
泄露,12,2.210254,1.935601,6.523346
苏南成,7,0.796312,1.945910,7.147879
身旁,6,1.560710,1.011404,3.900459
介质,4,1.039721,1.386294,2.968931
太平,15,2.061113,2.338372,2.173120
坐车,6,1.560710,1.560710,3.296307
五四路,2,0.693147,0.693147,2.807541
以致,17,0.659872,2.670120,1.464510
以至,11,0.885574,2.271869,0.199252
压住,2,0.693147,0.693147,1.963288
压低,4,1.386294,1.386294,2.941797
交易税,2,0.693147,0.693147,3.761100
